Wall time,Step,Value
1715239495.592244,337500,22165.560546875
1715239495.9246132,338000,845.3330078125
1715239496.2570653,338500,6339.1748046875
1715239496.5890362,339000,1087.197265625
1715239496.9210877,339500,300.5634460449219
1715239497.253299,340000,4398.16796875
1715239497.586113,340500,32.67985153198242
1715239497.9180584,341000,176.53469848632812
1715239498.249976,341500,48.21915817260742
1715239498.5831337,342000,1940.19921875
1715239498.915911,342500,98.795166015625
1715239499.248305,343000,125.72074127197266
1715239499.5811088,343500,936.4894409179688
1715239499.9133832,344000,501.30712890625
1715239500.2462106,344500,126.281982421875
1715239500.579038,345000,35.8640251159668
1715239500.9113908,345500,3379.05126953125
1715239501.244406,346000,47.18819046020508
1715239501.577031,346500,74.9620361328125
1715239501.9097047,347000,5.0575737953186035
1715239502.2422462,347500,84.49375915527344
1715239502.5747128,348000,2.673478603363037
1715239502.9069595,348500,183.36329650878906
1715239503.2392826,349000,296.1984558105469
1715239503.5720286,349500,24.16754722595215
1715239503.9042873,350000,25.04334831237793
1715239504.236776,350500,1632.5335693359375
1715239504.5693452,351000,0.24292297661304474
1715239504.9016712,351500,8.445141792297363
1715239505.2348163,352000,22.6573429107666
1715239505.5672803,352500,1191.9510498046875
1715239505.900212,353000,7.660229682922363
1715239506.2326756,353500,20.751996994018555
1715239506.5650976,354000,28.840457916259766
1715239506.8978255,354500,87.10494232177734
1715239507.2303495,355000,57.74296951293945
1715239507.562519,355500,0.7873482704162598
1715239507.8950653,356000,3.1136510372161865
1715239508.2283194,356500,2.4617066383361816
1715239508.5611029,357000,316.8695373535156
1715239508.893886,357500,241.63059997558594
1715239509.2259133,358000,83.48670959472656
1715239509.5586762,358500,22.162992477416992
1715239509.8910878,359000,2.8399884700775146
1715239510.2236896,359500,0.5274599194526672
